timestamp,service,level,operation,status,message,details,user_id,session_id
2025-07-11T15:47:04.792117,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T15:47:05.292717,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:47:05.292852,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T15:47:05.293194,deployment,INFO,info,success,Running test suite,,,
2025-07-11T15:47:05.293287,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 tests/test_agents.py,Working directory: None,,
2025-07-11T15:47:06.416749,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T15:48:04.242399,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T15:48:04.242530,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T15:48:04.242843,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T15:48:04.242909,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T15:48:04.242938,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T15:48:04.243005,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T15:48:04.723252,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:48:04.723398,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T15:48:05.259657,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:48:05.261245,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T15:48:05.896289,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:48:05.896445,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T15:48:06.429976,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:48:06.430093,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T15:48:06.430134,deployment,INFO,info,success,Running test suite,,,
2025-07-11T15:48:06.430176,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 tests/test_agents.py,Working directory: None,,
2025-07-11T15:48:07.529665,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T15:49:34.955210,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T15:49:34.955345,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T15:49:34.955406,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T15:49:34.955509,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T15:49:34.955552,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T15:49:34.955616,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T15:49:35.443369,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:49:35.443509,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T15:49:35.973574,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:49:35.973698,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T15:49:36.678302,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:49:36.679040,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T15:49:37.243347,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:49:37.243582,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T15:49:37.243708,deployment,INFO,info,success,Running test suite,,,
2025-07-11T15:49:37.243763,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T15:49:38.440219,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:49:38.440332,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T15:49:38.440372,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T15:49:38.441598,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T15:49:38.441652,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T15:49:38.441703,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T15:49:38.477907,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:49:38.478044,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T15:49:38.513606,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T15:49:40.518850,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T15:49:40.519537,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T15:49:45.533984,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T15:49:45.534531,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T16:08:15.756216,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T16:08:15.756563,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T16:08:15.756626,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T16:08:15.756699,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T16:08:15.756743,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T16:08:15.756795,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T16:08:16.471898,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:08:16.472030,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T16:08:17.006489,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:08:17.006636,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T16:08:17.647045,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:08:17.647178,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T16:08:18.147381,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:08:18.147521,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T16:08:18.147875,deployment,INFO,info,success,Running test suite,,,
2025-07-11T16:08:18.147974,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T16:08:19.206546,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:08:19.206692,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T16:08:19.207077,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T16:08:19.207483,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T16:08:19.207522,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T16:08:19.207591,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T16:08:19.276137,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:08:19.276236,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T16:08:19.309332,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T16:08:21.310774,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T16:08:21.311179,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T16:08:26.320097,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T16:08:26.321803,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T16:11:23.929283,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T16:11:23.929439,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T16:11:23.929735,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T16:11:23.929833,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T16:11:23.929914,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T16:11:23.929963,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T16:11:24.414169,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:11:24.414358,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T16:11:24.936150,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:11:24.936281,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T16:11:25.621358,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:11:25.621439,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T16:11:26.130832,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:11:26.130934,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T16:11:26.130992,deployment,INFO,info,success,Running test suite,,,
2025-07-11T16:11:26.131045,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T16:11:27.192497,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:11:27.192652,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T16:11:27.192970,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T16:11:27.193127,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T16:11:27.193159,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T16:11:27.193197,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T16:11:27.225030,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:11:27.225132,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T16:11:27.259128,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T16:11:29.264564,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T16:11:29.264837,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T16:11:34.273924,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T16:11:34.277815,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T16:11:37.286222,deployment,WARNING,warning,warning,"Slack bot failed to start, continuing with Streamlit only",,,
2025-07-11T16:11:37.286332,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:11:37.286592,deployment,INFO,info,success,✅ streamlit is running (PID: 24208),,,
2025-07-11T16:11:37.287037,deployment,INFO,info,success,🎉 Deployment completed successfully in 13.36 seconds,,,
2025-07-11T16:11:37.287118,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:11:37.287171,deployment,INFO,info,success,✅ streamlit is running (PID: 24208),,,
2025-07-11T16:12:07.292982,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:12:07.293496,deployment,INFO,info,success,✅ streamlit is running (PID: 24208),,,
2025-07-11T16:24:10.386233,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T16:24:10.386335,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T16:24:10.386655,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T16:24:10.386723,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T16:24:10.386753,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T16:24:10.386798,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T16:24:10.864354,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:24:10.864477,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T16:24:11.380105,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:24:11.380255,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T16:24:12.010928,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:24:12.011049,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T16:24:12.525288,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:24:12.525418,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T16:24:12.525727,deployment,INFO,info,success,Running test suite,,,
2025-07-11T16:24:12.525792,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T16:24:13.756541,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:24:13.756669,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T16:24:13.756994,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T16:24:13.757158,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T16:24:13.757198,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T16:24:13.757260,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T16:24:13.791368,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:24:13.791485,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T16:24:13.840971,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T16:24:15.846356,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T16:24:15.846506,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T16:24:20.853864,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T16:24:20.854323,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T16:24:23.866902,deployment,WARNING,warning,warning,"Slack bot failed to start, continuing with Streamlit only",,,
2025-07-11T16:24:23.867760,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:24:23.867827,deployment,INFO,info,success,✅ streamlit is running (PID: 31226),,,
2025-07-11T16:24:23.872676,deployment,INFO,info,success,🎉 Deployment completed successfully in 13.49 seconds,,,
2025-07-11T16:24:23.872827,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:24:23.876782,deployment,INFO,info,success,✅ streamlit is running (PID: 31226),,,
2025-07-11T16:24:53.882400,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:24:53.882602,deployment,INFO,info,success,✅ streamlit is running (PID: 31226),,,
2025-07-11T16:33:39.768536,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T16:33:39.768621,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T16:33:39.768652,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T16:33:39.768698,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T16:33:39.768722,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T16:33:39.768747,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T16:33:40.237131,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:33:40.237266,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T16:33:40.754563,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:33:40.754703,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T16:33:41.387216,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:33:41.387361,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T16:33:41.882422,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:33:41.882560,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T16:33:41.882952,deployment,INFO,info,success,Running test suite,,,
2025-07-11T16:33:41.883014,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T16:33:42.961300,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:33:42.961412,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T16:33:42.961772,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T16:33:42.961924,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T16:33:42.961960,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T16:33:42.962037,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T16:33:42.992684,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:33:42.992776,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T16:33:43.025442,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T16:33:45.030709,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T16:33:45.030876,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T16:33:50.037793,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T16:33:50.038262,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T16:33:53.043105,deployment,WARNING,warning,warning,"Slack bot failed to start, continuing with Streamlit only",,,
2025-07-11T16:33:53.043173,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:33:53.043458,deployment,INFO,info,success,✅ streamlit is running (PID: 42008),,,
2025-07-11T16:33:53.043726,deployment,INFO,info,success,🎉 Deployment completed successfully in 13.28 seconds,,,
2025-07-11T16:33:53.043779,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:33:53.043817,deployment,INFO,info,success,✅ streamlit is running (PID: 42008),,,
2025-07-11T16:34:23.048925,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:34:23.049104,deployment,INFO,info,success,✅ streamlit is running (PID: 42008),,,
2025-07-11T16:53:28.299788,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T16:53:28.301147,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T16:53:28.301198,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T16:53:28.301267,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T16:53:28.301304,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T16:53:28.301338,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T16:53:29.113643,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:53:29.113777,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T16:53:29.643667,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:53:29.643812,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T16:53:30.275714,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:53:30.275857,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T16:53:30.818203,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
